State,Handgun,Long Gun,Other,Date
Alabama,18820,14786,1380,Aug-21
Alaska,2847,3183,275,Aug-21
Arizona,18697,10195,1685,Aug-21
Arkansas,7146,6052,470,Aug-21
California,41275,28433,5995,Aug-21
Colorado,19708,13900,1582,Aug-21
Connecticut,6087,1841,886,Aug-21
Delaware,2319,1679,167,Aug-21
District of Columbia,336,4,0,Aug-21
Florida,61168,24363,5238,Aug-21
Georgia,17598,9517,858,Aug-21
Guam,260,113,25,Aug-21
Hawaii,0,0,0,Aug-21
Idaho,5986,6115,516,Aug-21
Illinois,26981,12930,1456,Aug-21
Indiana,21769,13831,1786,Aug-21
Iowa,2760,2670,96,Aug-21
Kansas,6215,5631,612,Aug-21
Kentucky,10896,8616,587,Aug-21
Louisiana,12190,8107,930,Aug-21
Maine,3684,4160,310,Aug-21
Mariana Islands,14,11,2,Aug-21
Maryland,8095,6372,157,Aug-21
Massachusetts,6392,3853,1045,Aug-21
Michigan,23032,17613,1962,Aug-21
Minnesota,12504,14381,1108,Aug-21
Mississippi,10370,8178,493,Aug-21
Missouri,19196,15047,1815,Aug-21
Montana,4047,4825,311,Aug-21
Nebraska,152,1815,32,Aug-21
Nevada,5971,2983,413,Aug-21
New Hampshire,5885,3454,139,Aug-21
New Jersey,9533,5765,660,Aug-21
New Mexico,7030,4726,586,Aug-21
New York,9863,16400,2109,Aug-21
North Carolina,1541,14143,1158,Aug-21
North Dakota,1788,2977,144,Aug-21
Ohio,21249,15507,1483,Aug-21
Oklahoma,11608,9208,1196,Aug-21
Oregon,15867,10328,0,Aug-21
Pennsylvania,47491,21938,16,Aug-21
Puerto Rico,4607,367,59,Aug-21
Rhode Island,1189,740,62,Aug-21
South Carolina,11509,7043,779,Aug-21
South Dakota,2347,3456,206,Aug-21
Tennessee,29364,18154,1745,Aug-21
Texas,64118,37508,3965,Aug-21
Utah,4844,4489,435,Aug-21
Vermont,1751,1645,117,Aug-21
Virgin Islands,26,5,0,Aug-21
Virginia,25669,15787,3516,Aug-21
Washington,19933,12733,2886,Aug-21
West Virginia,5145,5520,348,Aug-21
Wisconsin,19353,14271,1070,Aug-21
Wyoming,2208,2442,160,Aug-21
Alabama,19797,12683,1507,Jul-21
Alaska,2995,2571,309,Jul-21
Arizona,19751,9213,1836,Jul-21
Arkansas,7143,4681,472,Jul-21
California,41996,26036,5945,Jul-21
Colorado,19230,12186,1582,Jul-21
Connecticut,5337,1421,784,Jul-21
Delaware,2322,1458,182,Jul-21
District of Columbia,308,4,0,Jul-21
Florida,62995,22918,5349,Jul-21
Georgia,18840,8330,918,Jul-21
Guam,266,103,26,Jul-21
Hawaii,0,0,0,Jul-21
Idaho,5639,4885,536,Jul-21
Illinois,38557,15385,1605,Jul-21
Indiana,21274,11190,1668,Jul-21
Iowa,4092,2092,87,Jul-21
Kansas,6111,4473,591,Jul-21
Kentucky,11047,7299,558,Jul-21
Louisiana,15119,6962,1038,Jul-21
Maine,3851,3795,326,Jul-21
Mariana Islands,10,12,2,Jul-21
Maryland,8101,5770,101,Jul-21
Massachusetts,6476,3384,1202,Jul-21
Michigan,24053,14844,1998,Jul-21
Minnesota,11686,9964,1177,Jul-21
Mississippi,9899,5425,509,Jul-21
Missouri,20008,13122,1936,Jul-21
Montana,3919,4022,271,Jul-21
Nebraska,169,1494,26,Jul-21
Nevada,5666,2580,427,Jul-21
New Hampshire,5710,3525,165,Jul-21
New Jersey,9720,5090,594,Jul-21
New Mexico,7000,4250,659,Jul-21
New York,10045,14329,2186,Jul-21
North Carolina,1670,12991,1243,Jul-21
North Dakota,1722,2263,133,Jul-21
Ohio,22251,13383,1546,Jul-21
Oklahoma,12733,7926,1335,Jul-21
Oregon,15698,8712,0,Jul-21
Pennsylvania,46698,19944,28,Jul-21
Puerto Rico,5074,348,57,Jul-21
Rhode Island,1156,711,85,Jul-21
South Carolina,12041,6028,848,Jul-21
South Dakota,2333,2735,204,Jul-21
Tennessee,31906,15260,1650,Jul-21
Texas,65203,29692,4281,Jul-21
Utah,5015,3872,428,Jul-21
Vermont,1836,1565,130,Jul-21
Virgin Islands,61,3,1,Jul-21
Virginia,26346,14418,3568,Jul-21
Washington,19416,11471,3098,Jul-21
West Virginia,5300,5091,329,Jul-21
Wisconsin,18964,10888,1156,Jul-21
Wyoming,2134,2126,159,Jul-21
Alabama,21625,13805,1448,Jun-21
Alaska,2964,2388,279,Jun-21
Arizona,19608,8998,1809,Jun-21
Arkansas,7606,4729,450,Jun-21
California,42689,28180,7523,Jun-21
Colorado,19416,11932,1666,Jun-21
Connecticut,6971,1961,1205,Jun-21
Delaware,2586,1319,208,Jun-21
District of Columbia,309,10,0,Jun-21
Florida,65835,23329,5551,Jun-21
Georgia,21732,8638,937,Jun-21
Guam,232,122,27,Jun-21
Hawaii,0,0,0,Jun-21
Idaho,5730,4946,548,Jun-21
Illinois,24191,9377,0,Jun-21
Indiana,21193,10780,1592,Jun-21
Iowa,174,1964,37,Jun-21
Kansas,6351,4578,588,Jun-21
Kentucky,11034,6804,510,Jun-21
Louisiana,16491,6995,1096,Jun-21
Maine,3645,3143,331,Jun-21
Mariana Islands,14,15,0,Jun-21
Maryland,7909,5525,127,Jun-21
Massachusetts,6062,2966,1010,Jun-21
Michigan,24641,14734,2039,Jun-21
Minnesota,12119,9001,1021,Jun-21
Mississippi,10684,5523,565,Jun-21
Missouri,20234,12466,1890,Jun-21
Montana,3972,3918,268,Jun-21
Nebraska,146,1381,26,Jun-21
Nevada,6128,2676,451,Jun-21
New Hampshire,5409,2986,132,Jun-21
New Jersey,11220,5370,752,Jun-21
New Mexico,6867,4181,657,Jun-21
New York,10062,13400,2261,Jun-21
North Carolina,1673,12788,1269,Jun-21
North Dakota,1721,2227,149,Jun-21
Ohio,23534,12963,1335,Jun-21
Oklahoma,12794,7442,1285,Jun-21
Oregon,15593,9235,0,Jun-21
Pennsylvania,46571,19100,29,Jun-21
Puerto Rico,5527,359,81,Jun-21
Rhode Island,1160,729,66,Jun-21
South Carolina,13662,6023,851,Jun-21
South Dakota,2222,2454,179,Jun-21
Tennessee,30015,14389,1712,Jun-21
Texas,71295,30634,4550,Jun-21
Utah,4761,3695,444,Jun-21
Vermont,1669,1377,138,Jun-21
Virgin Islands,52,8,0,Jun-21
Virginia,26685,14348,3645,Jun-21
Washington,20813,11547,3137,Jun-21
West Virginia,4876,4355,290,Jun-21
Wisconsin,17881,10460,992,Jun-21
Wyoming,2071,2057,156,Jun-21
Alabama,21664,12423,1334,May-21
Alaska,3368,2701,323,May-21
Arizona,20984,9259,1676,May-21
Arkansas,8501,5072,422,May-21
California,40160,25824,5576,May-21
Colorado,21819,12848,1987,May-21
Connecticut,7935,2012,1288,May-21
Delaware,3096,1325,172,May-21
District of Columbia,354,11,0,May-21
Florida,65295,22922,4934,May-21
Georgia,23243,8801,873,May-21
Guam,232,105,25,May-21
Hawaii,0,0,0,May-21
Idaho,6539,5208,544,May-21
Illinois,25210,9855,0,May-21
Indiana,22724,11629,1660,May-21
Iowa,199,2290,35,May-21
Kansas,7043,4971,736,May-21
Kentucky,11863,7497,520,May-21
Louisiana,16067,7157,1065,May-21
Maine,3756,3362,309,May-21
Mariana Islands,11,8,2,May-21
Maryland,8497,5810,146,May-21
Massachusetts,5803,2840,1161,May-21
Michigan,26243,15258,2004,May-21
Minnesota,13713,9921,1244,May-21
Mississippi,11779,5751,516,May-21
Missouri,22598,14505,1992,May-21
Montana,4614,4411,336,May-21
Nebraska,172,1472,29,May-21
Nevada,7215,2999,480,May-21
New Hampshire,6182,3210,142,May-21
New Jersey,13096,5789,828,May-21
New Mexico,7437,4429,662,May-21
New York,10643,14212,2401,May-21
North Carolina,1739,13357,1283,May-21
North Dakota,2155,2484,150,May-21
Ohio,26043,13075,1345,May-21
Oklahoma,13674,8126,1336,May-21
Oregon,16748,9555,0,May-21
Pennsylvania,48158,19442,32,May-21
Puerto Rico,5621,390,84,May-21
Rhode Island,1235,709,80,May-21
South Carolina,14208,5776,775,May-21
South Dakota,2718,2865,281,May-21
Tennessee,31082,14602,1634,May-21
Texas,72175,32613,4744,May-21
Utah,5747,4115,472,May-21
Vermont,1805,1473,125,May-21
Virgin Islands,44,3,0,May-21
Virginia,26658,13588,3489,May-21
Washington,21429,11338,3371,May-21
West Virginia,5425,4682,271,May-21
Wisconsin,20008,11321,1141,May-21
Wyoming,2587,2200,207,May-21
Alabama,28723,16905,1962,Apr-21
Alaska,4156,3687,533,Apr-21
Arizona,27833,12248,2326,Apr-21
Arkansas,10942,7366,600,Apr-21
California,44095,30019,7117,Apr-21
Colorado,27130,16132,2436,Apr-21
Connecticut,8229,2214,1915,Apr-21
Delaware,4546,1797,248,Apr-21
District of Columbia,367,5,0,Apr-21
Florida,79583,30218,6345,Apr-21
Georgia,29441,11605,1256,Apr-21
Guam,227,88,34,Apr-21
Hawaii,0,0,0,Apr-21
Idaho,8381,6644,892,Apr-21
Illinois,30084,12523,0,Apr-21
Indiana,29792,16385,2400,Apr-21
Iowa,283,2900,66,Apr-21
Kansas,9185,6492,890,Apr-21
Kentucky,16555,11347,742,Apr-21
Louisiana,19881,9348,1424,Apr-21
Maine,5376,4476,558,Apr-21
Mariana Islands,9,7,1,Apr-21
Maryland,10753,7293,143,Apr-21
Massachusetts,8008,3811,1417,Apr-21
Michigan,34820,20687,2997,Apr-21
Minnesota,19432,13989,1807,Apr-21
Mississippi,16031,7950,839,Apr-21
Missouri,26961,18774,2755,Apr-21
Montana,5848,5544,448,Apr-21
Nebraska,248,1993,44,Apr-21
Nevada,8677,3658,619,Apr-21
New Hampshire,8099,4548,139,Apr-21
New Jersey,15954,7827,1058,Apr-21
New Mexico,9826,6315,852,Apr-21
New York,12170,18513,3304,Apr-21
North Carolina,1936,17807,1642,Apr-21
North Dakota,2998,3434,240,Apr-21
Ohio,34710,18884,1928,Apr-21
Oklahoma,17709,10919,2298,Apr-21
Oregon,20560,11400,0,Apr-21
Pennsylvania,62389,25486,39,Apr-21
Puerto Rico,5206,354,80,Apr-21
Rhode Island,1722,1040,150,Apr-21
South Carolina,17866,7696,1061,Apr-21
South Dakota,3826,3701,335,Apr-21
Tennessee,39652,19833,2036,Apr-21
Texas,79802,39265,5959,Apr-21
Utah,7585,5343,623,Apr-21
Vermont,2313,2279,243,Apr-21
Virgin Islands,44,3,0,Apr-21
Virginia,34633,17980,4395,Apr-21
Washington,28469,14987,4445,Apr-21
West Virginia,7787,6748,466,Apr-21
Wisconsin,27652,15672,1661,Apr-21
Wyoming,3443,3105,296,Apr-21
Alabama,34675,20702,2048,Mar-21
Alaska,4375,4186,590,Mar-21
Arizona,32738,15268,2497,Mar-21
Arkansas,15039,9815,723,Mar-21
California,50271,35334,7327,Mar-21
Colorado,31050,19529,2771,Mar-21
Connecticut,8811,2590,2221,Mar-21
Delaware,3994,2056,226,Mar-21
District of Columbia,409,5,0,Mar-21
Florida,91131,33936,6429,Mar-21
Georgia,36123,14431,1313,Mar-21
Guam,270,108,16,Mar-21
Hawaii,0,0,0,Mar-21
Idaho,10546,8550,951,Mar-21
Illinois,35699,16114,0,Mar-21
Indiana,36403,19692,2543,Mar-21
Iowa,314,3905,72,Mar-21
Kansas,12516,8543,1107,Mar-21
Kentucky,21777,14505,911,Mar-21
Louisiana,24021,11351,1624,Mar-21
Maine,6795,5590,577,Mar-21
Mariana Islands,18,7,3,Mar-21
Maryland,12103,8531,183,Mar-21
Massachusetts,8683,4150,1633,Mar-21
Michigan,41979,24546,3411,Mar-21
Minnesota,21643,16144,1881,Mar-21
Mississippi,19386,10388,870,Mar-21
Missouri,36589,24048,3145,Mar-21
Montana,7144,6774,527,Mar-21
Nebraska,282,2667,33,Mar-21
Nevada,9310,3953,526,Mar-21
New Hampshire,9949,5075,243,Mar-21
New Jersey,15643,7663,1025,Mar-21
New Mexico,11694,7378,997,Mar-21
New York,14211,21691,3916,Mar-21
North Carolina,2461,22751,1857,Mar-21
North Dakota,3640,4061,259,Mar-21
Ohio,42665,23081,2175,Mar-21
Oklahoma,22079,13712,2194,Mar-21
Oregon,23731,13927,0,Mar-21
Pennsylvania,74896,30420,49,Mar-21
Puerto Rico,4296,271,72,Mar-21
Rhode Island,2231,1389,154,Mar-21
South Carolina,23615,10083,1146,Mar-21
South Dakota,5016,5071,381,Mar-21
Tennessee,46941,25205,2628,Mar-21
Texas,95320,47817,6098,Mar-21
Utah,9765,6818,739,Mar-21
Vermont,2967,2511,215,Mar-21
Virgin Islands,51,6,1,Mar-21
Virginia,42816,22192,5093,Mar-21
Washington,29172,16595,4807,Mar-21
West Virginia,10610,9063,500,Mar-21
Wisconsin,33440,18939,1894,Mar-21
Wyoming,4004,3635,260,Mar-21
Alabama,20970,16026,1548,Feb-21
Alaska,3055,2564,375,Feb-21
Arizona,20530,9991,1754,Feb-21
Arkansas,7068,5289,448,Feb-21
California,40789,27915,6499,Feb-21
Colorado,21729,13839,1960,Feb-21
Connecticut,6046,1996,1438,Feb-21
Delaware,2775,1563,158,Feb-21
District of Columbia,304,4,0,Feb-21
Florida,66307,26720,5116,Feb-21
Georgia,21523,10215,1122,Feb-21
Guam,190,70,34,Feb-21
Hawaii,0,0,0,Feb-21
Idaho,6973,5631,762,Feb-21
Illinois,24290,11338,0,Feb-21
Indiana,25161,14378,2063,Feb-21
Iowa,204,2462,65,Feb-21
Kansas,7573,5810,865,Feb-21
Kentucky,12171,8806,609,Feb-21
Louisiana,13373,7560,1094,Feb-21
Maine,4167,3357,416,Feb-21
Mariana Islands,10,2,3,Feb-21
Maryland,9199,6777,136,Feb-21
Massachusetts,6856,3385,1181,Feb-21
Michigan,28567,17556,2545,Feb-21
Minnesota,15446,10501,1380,Feb-21
Mississippi,9386,6389,573,Feb-21
Missouri,21819,16008,2157,Feb-21
Montana,4301,3920,408,Feb-21
Nebraska,236,1739,36,Feb-21
Nevada,6884,3079,473,Feb-21
New Hampshire,7071,3428,248,Feb-21
New Jersey,12782,6457,806,Feb-21
New Mexico,7799,4700,658,Feb-21
New York,10259,15690,3263,Feb-21
North Carolina,2128,15798,1387,Feb-21
North Dakota,2353,2572,206,Feb-21
Ohio,28134,16727,1730,Feb-21
Oklahoma,12984,8793,1467,Feb-21
Oregon,16296,9940,0,Feb-21
Pennsylvania,54737,22421,40,Feb-21
Puerto Rico,3411,231,54,Feb-21
Rhode Island,1889,1034,151,Feb-21
South Carolina,15041,7521,910,Feb-21
South Dakota,3654,3939,375,Feb-21
Tennessee,29633,17566,1760,Feb-21
Texas,53772,27829,4217,Feb-21
Utah,6423,4559,538,Feb-21
Vermont,1965,1571,179,Feb-21
Virgin Islands,48,4,0,Feb-21
Virginia,29404,16798,3930,Feb-21
Washington,24100,12681,3761,Feb-21
West Virginia,6478,6160,347,Feb-21
Wisconsin,20757,12376,1180,Feb-21
Wyoming,2724,2320,226,Feb-21
Alabama,33563,23477,2309,Jan-21
Alaska,3989,3574,563,Jan-21
Arizona,29336,14430,2339,Jan-21
Arkansas,11993,10043,715,Jan-21
California,55103,36179,6807,Jan-21
Colorado,30172,18855,2702,Jan-21
Connecticut,8832,3192,2220,Jan-21
Delaware,4275,2391,234,Jan-21
District of Columbia,357,8,0,Jan-21
Florida,97406,40173,6686,Jan-21
Georgia,33178,16797,1596,Jan-21
Guam,161,84,45,Jan-21
Hawaii,0,0,0,Jan-21
Idaho,11036,8507,1045,Jan-21
Illinois,35848,17817,0,Jan-21
Indiana,37237,22732,3005,Jan-21
Iowa,304,4155,98,Jan-21
Kansas,12023,9512,1180,Jan-21
Kentucky,20728,15271,982,Jan-21
Louisiana,19621,13155,1534,Jan-21
Maine,6644,5230,582,Jan-21
Mariana Islands,13,9,0,Jan-21
Maryland,12312,10732,137,Jan-21
Massachusetts,9873,5021,1676,Jan-21
Michigan,44266,28699,3878,Jan-21
Minnesota,20206,14259,1803,Jan-21
Mississippi,15048,11420,847,Jan-21
Missouri,34178,24308,3423,Jan-21
Montana,6523,6292,561,Jan-21
Nebraska,340,2947,58,Jan-21
Nevada,9181,4325,529,Jan-21
New Hampshire,11034,5624,465,Jan-21
New Jersey,17347,9596,1020,Jan-21
New Mexico,9617,6511,870,Jan-21
New York,12143,25221,4447,Jan-21
North Carolina,2814,25266,1994,Jan-21
North Dakota,3664,3854,261,Jan-21
Ohio,45379,26775,2405,Jan-21
Oklahoma,21729,15182,2581,Jan-21
Oregon,24459,14997,0,Jan-21
Pennsylvania,81592,32671,41,Jan-21
Puerto Rico,3463,258,72,Jan-21
Rhode Island,2279,1421,188,Jan-21
South Carolina,20417,11129,1278,Jan-21
South Dakota,5326,5011,530,Jan-21
Tennessee,46194,29203,2727,Jan-21
Texas,84022,47149,6067,Jan-21
Utah,9840,6964,746,Jan-21
Vermont,3005,2523,236,Jan-21
Virgin Islands,58,5,0,Jan-21
Virginia,41711,23650,5208,Jan-21
Washington,30106,17179,4843,Jan-21
West Virginia,10142,9708,565,Jan-21
Wisconsin,30495,16304,1797,Jan-21
Wyoming,4039,3697,338,Jan-21
Alabama,31103,28933,1855,Dec-20
Alaska,3658,3822,430,Dec-20
Arizona,25093,14562,1942,Dec-20
Arkansas,10987,12719,587,Dec-20
California,59909,39389,6932,Dec-20
Colorado,25577,19716,2132,Dec-20
Connecticut,6741,2694,1682,Dec-20
Delaware,3281,2610,200,Dec-20
District of Columbia,322,17,0,Dec-20
Florida,81564,40115,5594,Dec-20
Georgia,28405,20236,1326,Dec-20
Guam,182,71,22,Dec-20
Hawaii,0,0,0,Dec-20
Idaho,9354,9550,809,Dec-20
Illinois,29133,16557,0,Dec-20
Indiana,30336,21852,2192,Dec-20
Iowa,312,4678,70,Dec-20
Kansas,9708,9941,893,Dec-20
Kentucky,19170,17438,765,Dec-20
Louisiana,19311,18379,1465,Dec-20
Maine,5001,5320,434,Dec-20
Mariana Islands,13,11,5,Dec-20
Maryland,10338,9565,407,Dec-20
Massachusetts,7790,3882,1067,Dec-20
Michigan,33647,29180,3121,Dec-20
Minnesota,15976,14943,1658,Dec-20
Mississippi,14651,16554,709,Dec-20
Missouri,29358,26348,2683,Dec-20
Montana,5858,7265,405,Dec-20
Nebraska,297,3662,39,Dec-20
Nevada,8205,4599,481,Dec-20
New Hampshire,7660,4811,285,Dec-20
New Jersey,12667,7473,794,Dec-20
New Mexico,8979,6931,752,Dec-20
New York,10486,24664,3145,Dec-20
North Carolina,2647,28052,1607,Dec-20
North Dakota,2784,4076,217,Dec-20
Ohio,33723,27057,1804,Dec-20
Oklahoma,18791,17433,2045,Dec-20
Oregon,21533,16161,0,Dec-20
Pennsylvania,62948,29262,41,Dec-20
Puerto Rico,3569,241,72,Dec-20
Rhode Island,1794,1081,110,Dec-20
South Carolina,17908,13367,1011,Dec-20
South Dakota,4259,5814,382,Dec-20
Tennessee,40019,32201,2195,Dec-20
Texas,79774,58650,5211,Dec-20
Utah,9296,9136,695,Dec-20
Vermont,2351,2413,174,Dec-20
Virgin Islands,44,3,1,Dec-20
Virginia,36502,26668,4634,Dec-20
Washington,27422,18368,4047,Dec-20
West Virginia,8706,10939,412,Dec-20
Wisconsin,23321,17480,1537,Dec-20
Wyoming,3998,4137,280,Dec-20
Alabama,27765,25924,1931,Nov-20
Alaska,3474,3878,461,Nov-20
Arizona,25906,14698,2157,Nov-20
Arkansas,10069,12954,599,Nov-20
California,56793,37256,7391,Nov-20
Colorado,27091,20410,2421,Nov-20
Connecticut,7253,2986,2115,Nov-20
Delaware,3863,2777,198,Nov-20
District of Columbia,332,11,0,Nov-20
Florida,84366,40575,6090,Nov-20
Georgia,28102,19042,1358,Nov-20
Guam,205,99,32,Nov-20
Hawaii,0,0,0,Nov-20
Idaho,8946,9372,892,Nov-20
Illinois,29335,17557,0,Nov-20
Indiana,29416,24425,2231,Nov-20
Iowa,365,5751,84,Nov-20
Kansas,10569,10435,981,Nov-20
Kentucky,16578,17091,806,Nov-20
Louisiana,17819,18448,1507,Nov-20
Maine,4801,6062,436,Nov-20
Mariana Islands,10,3,0,Nov-20
Maryland,10864,11038,764,Nov-20
Massachusetts,8817,4397,1216,Nov-20
Michigan,35190,35065,2866,Nov-20
Minnesota,16316,17448,1506,Nov-20
Mississippi,12893,15003,757,Nov-20
Missouri,27413,27727,2932,Nov-20
Montana,5060,6609,418,Nov-20
Nebraska,380,4117,45,Nov-20
Nevada,9055,4507,548,Nov-20
New Hampshire,9055,5356,248,Nov-20
New Jersey,13826,8053,869,Nov-20
New Mexico,7277,5495,715,Nov-20
New York,10393,28951,3768,Nov-20
North Carolina,2770,28807,1852,Nov-20
North Dakota,2738,4153,211,Nov-20
Ohio,37382,32959,2122,Nov-20
Oklahoma,18163,16961,1890,Nov-20
Oregon,21990,15648,0,Nov-20
Pennsylvania,75428,34686,29,Nov-20
Puerto Rico,2883,217,60,Nov-20
Rhode Island,2033,1419,158,Nov-20
South Carolina,19010,13569,1136,Nov-20
South Dakota,4302,6560,362,Nov-20
Tennessee,37467,31625,2298,Nov-20
Texas,78827,56265,5504,Nov-20
Utah,9582,9044,764,Nov-20
Vermont,2104,2445,217,Nov-20
Virgin Islands,37,4,0,Nov-20
Virginia,35909,26638,4874,Nov-20
Washington,27563,18592,4350,Nov-20
West Virginia,8086,11767,483,Nov-20
Wisconsin,25742,21825,1596,Nov-20
